"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","Whitlam","23",1514
"Persons, Place of Usual Residence","Australian","Whitlam","24",1424
"Persons, Place of Usual Residence","Australian","Whitlam","25",1476
"Persons, Place of Usual Residence","Australian","Whitlam","26",1416
"Persons, Place of Usual Residence","Australian","Whitlam","27",1390
"Persons, Place of Usual Residence","Australian","Whitlam","28",1435
"Persons, Place of Usual Residence","Australian","Whitlam","29",1452
"Persons, Place of Usual Residence","Australian","Whitlam","30",1535
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","15",22
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","16",42
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","17",42
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","18",79
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","19",124
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","20",119
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","21",121
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","22",124
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","23",143
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","24",142
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","25",128
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","26",148
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","27",147
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","28",159
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","29",123
"Persons, Place of Usual Residence","Australian","No usual address (NSW)","30",105
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","15",4
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","16",5
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","18",6
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","21",5
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","22",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","25",3
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","29",6
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NSW)","30",3
"Persons, Place of Usual Residence","Australian","Blair","15",1917
"Persons, Place of Usual Residence","Australian","Blair","16",1836
"Persons, Place of Usual Residence","Australian","Blair","17",1766
"Persons, Place of Usual Residence","Australian","Blair","18",1730
"Persons, Place of Usual Residence","Australian","Blair","19",1763
"Persons, Place of Usual Residence","Australian","Blair","20",1777
"Persons, Place of Usual Residence","Australian","Blair","21",1792
"Persons, Place of Usual Residence","Australian","Blair","22",1819
"Persons, Place of Usual Residence","Australian","Blair","23",1792
"Persons, Place of Usual Residence","Australian","Blair","24",1867
"Persons, Place of Usual Residence","Australian","Blair","25",1835
"Persons, Place of Usual Residence","Australian","Blair","26",1872
"Persons, Place of Usual Residence","Australian","Blair","27",1782
"Persons, Place of Usual Residence","Australian","Blair","28",1681
"Persons, Place of Usual Residence","Australian","Blair","29",1828
"Persons, Place of Usual Residence","Australian","Blair","30",1857
"Persons, Place of Usual Residence","Australian","Bonner","15",1603
"Persons, Place of Usual Residence","Australian","Bonner","16",1664
"Persons, Place of Usual Residence","Australian","Bonner","17",1668
"Persons, Place of Usual Residence","Australian","Bonner","18",1705
"Persons, Place of Usual Residence","Australian","Bonner","19",1803
"Persons, Place of Usual Residence","Australian","Bonner","20",1604
"Persons, Place of Usual Residence","Australian","Bonner","21",1682
"Persons, Place of Usual Residence","Australian","Bonner","22",1501
"Persons, Place of Usual Residence","Australian","Bonner","23",1418
"Persons, Place of Usual Residence","Australian","Bonner","24",1423
"Persons, Place of Usual Residence","Australian","Bonner","25",1295
"Persons, Place of Usual Residence","Australian","Bonner","26",1336
"Persons, Place of Usual Residence","Australian","Bonner","27",1251
"Persons, Place of Usual Residence","Australian","Bonner","28",1247
"Persons, Place of Usual Residence","Australian","Bonner","29",1309
"Persons, Place of Usual Residence","Australian","Bonner","30",1392
"Persons, Place of Usual Residence","Australian","Bowman","15",1772
"Persons, Place of Usual Residence","Australian","Bowman","16",1843
"Persons, Place of Usual Residence","Australian","Bowman","17",1770
"Persons, Place of Usual Residence","Australian","Bowman","18",1701
"Persons, Place of Usual Residence","Australian","Bowman","19",1635
"Persons, Place of Usual Residence","Australian","Bowman","20",1605
"Persons, Place of Usual Residence","Australian","Bowman","21",1615
"Persons, Place of Usual Residence","Australian","Bowman","22",1321
"Persons, Place of Usual Residence","Australian","Bowman","23",1382
"Persons, Place of Usual Residence","Australian","Bowman","24",1337
"Persons, Place of Usual Residence","Australian","Bowman","25",1337
"Persons, Place of Usual Residence","Australian","Bowman","26",1214
"Persons, Place of Usual Residence","Australian","Bowman","27",1173
"Persons, Place of Usual Residence","Australian","Bowman","28",1244
"Persons, Place of Usual Residence","Australian","Bowman","29",1268
"Persons, Place of Usual Residence","Australian","Bowman","30",1342
"Persons, Place of Usual Residence","Australian","Brisbane","15",1186
"Persons, Place of Usual Residence","Australian","Brisbane","16",1112
"Persons, Place of Usual Residence","Australian","Brisbane","17",1211
"Persons, Place of Usual Residence","Australian","Brisbane","18",1567
"Persons, Place of Usual Residence","Australian","Brisbane","19",1772
"Persons, Place of Usual Residence","Australian","Brisbane","20",1970
"Persons, Place of Usual Residence","Australian","Brisbane","21",2337
"Persons, Place of Usual Residence","Australian","Brisbane","22",2401
"Persons, Place of Usual Residence","Australian","Brisbane","23",2530
"Persons, Place of Usual Residence","Australian","Brisbane","24",2631
"Persons, Place of Usual Residence","Australian","Brisbane","25",2594
"Persons, Place of Usual Residence","Australian","Brisbane","26",2628
"Persons, Place of Usual Residence","Australian","Brisbane","27",2530
"Persons, Place of Usual Residence","Australian","Brisbane","28",2478
"Persons, Place of Usual Residence","Australian","Brisbane","29",2391
"Persons, Place of Usual Residence","Australian","Brisbane","30",2350
"Persons, Place of Usual Residence","Australian","Capricornia","15",1939
"Persons, Place of Usual Residence","Australian","Capricornia","16",1881
"Persons, Place of Usual Residence","Australian","Capricornia","17",1890
"Persons, Place of Usual Residence","Australian","Capricornia","18",1598
"Persons, Place of Usual Residence","Australian","Capricornia","19",1476
"Persons, Place of Usual Residence","Australian","Capricornia","20",1498
"Persons, Place of Usual Residence","Australian","Capricornia","21",1522
"Persons, Place of Usual Residence","Australian","Capricornia","22",1528
"Persons, Place of Usual Residence","Australian","Capricornia","23",1629
"Persons, Place of Usual Residence","Australian","Capricornia","24",1588
"Persons, Place of Usual Residence","Australian","Capricornia","25",1579
"Persons, Place of Usual Residence","Australian","Capricornia","26",1614
"Persons, Place of Usual Residence","Australian","Capricornia","27",1545
"Persons, Place of Usual Residence","Australian","Capricornia","28",1608
"Persons, Place of Usual Residence","Australian","Capricornia","29",1682
"Persons, Place of Usual Residence","Australian","Capricornia","30",1689
"Persons, Place of Usual Residence","Australian","Dawson","15",1893
"Persons, Place of Usual Residence","Australian","Dawson","16",1879
"Persons, Place of Usual Residence","Australian","Dawson","17",1695
"Persons, Place of Usual Residence","Australian","Dawson","18",1543
"Persons, Place of Usual Residence","Australian","Dawson","19",1482
"Persons, Place of Usual Residence","Australian","Dawson","20",1519
"Persons, Place of Usual Residence","Australian","Dawson","21",1541
"Persons, Place of Usual Residence","Australian","Dawson","22",1637
"Persons, Place of Usual Residence","Australian","Dawson","23",1566
"Persons, Place of Usual Residence","Australian","Dawson","24",1693
"Persons, Place of Usual Residence","Australian","Dawson","25",1628
"Persons, Place of Usual Residence","Australian","Dawson","26",1616
"Persons, Place of Usual Residence","Australian","Dawson","27",1552
"Persons, Place of Usual Residence","Australian","Dawson","28",1519
"Persons, Place of Usual Residence","Australian","Dawson","29",1612
"Persons, Place of Usual Residence","Australian","Dawson","30",1620
"Persons, Place of Usual Residence","Australian","Dickson","15",1891
"Persons, Place of Usual Residence","Australian","Dickson","16",1844
"Persons, Place of Usual Residence","Australian","Dickson","17",1814
"Persons, Place of Usual Residence","Australian","Dickson","18",1793
"Persons, Place of Usual Residence","Australian","Dickson","19",1661
"Persons, Place of Usual Residence","Australian","Dickson","20",1705
"Persons, Place of Usual Residence","Australian","Dickson","21",1692
"Persons, Place of Usual Residence","Australian","Dickson","22",1559
"Persons, Place of Usual Residence","Australian","Dickson","23",1475
"Persons, Place of Usual Residence","Australian","Dickson","24",1437
"Persons, Place of Usual Residence","Australian","Dickson","25",1501
"Persons, Place of Usual Residence","Australian","Dickson","26",1441
"Persons, Place of Usual Residence","Australian","Dickson","27",1382
"Persons, Place of Usual Residence","Australian","Dickson","28",1378
"Persons, Place of Usual Residence","Australian","Dickson","29",1391
"Persons, Place of Usual Residence","Australian","Dickson","30",1479
"Persons, Place of Usual Residence","Australian","Fadden","15",1705
"Persons, Place of Usual Residence","Australian","Fadden","16",1675
"Persons, Place of Usual Residence","Australian","Fadden","17",1708
"Persons, Place of Usual Residence","Australian","Fadden","18",1712
"Persons, Place of Usual Residence","Australian","Fadden","19",1746
"Persons, Place of Usual Residence","Australian","Fadden","20",1772
"Persons, Place of Usual Residence","Australian","Fadden","21",1787
"Persons, Place of Usual Residence","Australian","Fadden","22",1678
"Persons, Place of Usual Residence","Australian","Fadden","23",1639
"Persons, Place of Usual Residence","Australian","Fadden","24",1650
"Persons, Place of Usual Residence","Australian","Fadden","25",1600
"Persons, Place of Usual Residence","Australian","Fadden","26",1567
"Persons, Place of Usual Residence","Australian","Fadden","27",1538
"Persons, Place of Usual Residence","Australian","Fadden","28",1501
"Persons, Place of Usual Residence","Australian","Fadden","29",1369
"Persons, Place of Usual Residence","Australian","Fadden","30",1548
"Persons, Place of Usual Residence","Australian","Fairfax","15",1737
"Persons, Place of Usual Residence","Australian","Fairfax","16",1729
"Persons, Place of Usual Residence","Australian","Fairfax","17",1621
"Persons, Place of Usual Residence","Australian","Fairfax","18",1488
"Persons, Place of Usual Residence","Australian","Fairfax","19",1383
"Persons, Place of Usual Residence","Australian","Fairfax","20",1392
"Persons, Place of Usual Residence","Australian","Fairfax","21",1436
"Persons, Place of Usual Residence","Australian","Fairfax","22",1328
"Persons, Place of Usual Residence","Australian","Fairfax","23",1302
"Persons, Place of Usual Residence","Australian","Fairfax","24",1298
"Persons, Place of Usual Residence","Australian","Fairfax","25",1293
"Persons, Place of Usual Residence","Australian","Fairfax","26",1245
"Persons, Place of Usual Residence","Australian","Fairfax","27",1258
"Persons, Place of Usual Residence","Australian","Fairfax","28",1226
"Persons, Place of Usual Residence","Australian","Fairfax","29",1257
"Persons, Place of Usual Residence","Australian","Fairfax","30",1320
"Persons, Place of Usual Residence","Australian","Fisher","15",1647
"Persons, Place of Usual Residence","Australian","Fisher","16",1627
"Persons, Place of Usual Residence","Australian","Fisher","17",1597
"Persons, Place of Usual Residence","Australian","Fisher","18",1509
"Persons, Place of Usual Residence","Australian","Fisher","19",1423
"Persons, Place of Usual Residence","Australian","Fisher","20",1362
"Persons, Place of Usual Residence","Australian","Fisher","21",1338
"Persons, Place of Usual Residence","Australian","Fisher","22",1233
"Persons, Place of Usual Residence","Australian","Fisher","23",1101
"Persons, Place of Usual Residence","Australian","Fisher","24",1145
"Persons, Place of Usual Residence","Australian","Fisher","25",1123
"Persons, Place of Usual Residence","Australian","Fisher","26",1109
"Persons, Place of Usual Residence","Australian","Fisher","27",1121
"Persons, Place of Usual Residence","Australian","Fisher","28",1069
"Persons, Place of Usual Residence","Australian","Fisher","29",1137
"Persons, Place of Usual Residence","Australian","Fisher","30",1107
"Persons, Place of Usual Residence","Australian","Flynn","15",1846
"Persons, Place of Usual Residence","Australian","Flynn","16",1833
"Persons, Place of Usual Residence","Australian","Flynn","17",1626
"Persons, Place of Usual Residence","Australian","Flynn","18",1419
"Persons, Place of Usual Residence","Australian","Flynn","19",1335
"Persons, Place of Usual Residence","Australian","Flynn","20",1365
"Persons, Place of Usual Residence","Australian","Flynn","21",1398
"Persons, Place of Usual Residence","Australian","Flynn","22",1503
"Persons, Place of Usual Residence","Australian","Flynn","23",1467
"Persons, Place of Usual Residence","Australian","Flynn","24",1584
"Persons, Place of Usual Residence","Australian","Flynn","25",1585
"Persons, Place of Usual Residence","Australian","Flynn","26",1629
"Persons, Place of Usual Residence","Australian","Flynn","27",1507
"Persons, Place of Usual Residence","Australian","Flynn","28",1579
"Persons, Place of Usual Residence","Australian","Flynn","29",1645
"Persons, Place of Usual Residence","Australian","Flynn","30",1715
"Persons, Place of Usual Residence","Australian","Forde","15",1906
"Persons, Place of Usual Residence","Australian","Forde","16",1842
"Persons, Place of Usual Residence","Australian","Forde","17",1844
"Persons, Place of Usual Residence","Australian","Forde","18",1810
"Persons, Place of Usual Residence","Australian","Forde","19",1818
"Persons, Place of Usual Residence","Australian","Forde","20",1818
"Persons, Place of Usual Residence","Australian","Forde","21",1909
"Persons, Place of Usual Residence","Australian","Forde","22",1821
"Persons, Place of Usual Residence","Australian","Forde","23",1791
"Persons, Place of Usual Residence","Australian","Forde","24",1674
"Persons, Place of Usual Residence","Australian","Forde","25",1741
"Persons, Place of Usual Residence","Australian","Forde","26",1763
"Persons, Place of Usual Residence","Australian","Forde","27",1670
"Persons, Place of Usual Residence","Australian","Forde","28",1735
"Persons, Place of Usual Residence","Australian","Forde","29",1729
"Persons, Place of Usual Residence","Australian","Forde","30",1700
"Persons, Place of Usual Residence","Australian","Griffith","15",1310
"Persons, Place of Usual Residence","Australian","Griffith","16",1355
"Persons, Place of Usual Residence","Australian","Griffith","17",1278
"Persons, Place of Usual Residence","Australian","Griffith","18",1454
"Persons, Place of Usual Residence","Australian","Griffith","19",1667
"Persons, Place of Usual Residence","Australian","Griffith","20",1888
"Persons, Place of Usual Residence","Australian","Griffith","21",2068
"Persons, Place of Usual Residence","Australian","Griffith","22",2195
"Persons, Place of Usual Residence","Australian","Griffith","23",2121
"Persons, Place of Usual Residence","Australian","Griffith","24",2339
"Persons, Place of Usual Residence","Australian","Griffith","25",2213
"Persons, Place of Usual Residence","Australian","Griffith","26",2242
"Persons, Place of Usual Residence","Australian","Griffith","27",2228
"Persons, Place of Usual Residence","Australian","Griffith","28",2163
"Persons, Place of Usual Residence","Australian","Griffith","29",2177
"Persons, Place of Usual Residence","Australian","Griffith","30",2297
"Persons, Place of Usual Residence","Australian","Groom","15",1923
"Persons, Place of Usual Residence","Australian","Groom","16",1959
"Persons, Place of Usual Residence","Australian","Groom","17",1790
"Persons, Place of Usual Residence","Australian","Groom","18",1647
"Persons, Place of Usual Residence","Australian","Groom","19",1646
"Persons, Place of Usual Residence","Australian","Groom","20",1592
"Persons, Place of Usual Residence","Australian","Groom","21",1595
"Persons, Place of Usual Residence","Australian","Groom","22",1660
"Persons, Place of Usual Residence","Australian","Groom","23",1658
"Persons, Place of Usual Residence","Australian","Groom","24",1657
"Persons, Place of Usual Residence","Australian","Groom","25",1623
"Persons, Place of Usual Residence","Australian","Groom","26",1509
"Persons, Place of Usual Residence","Australian","Groom","27",1522
"Persons, Place of Usual Residence","Australian","Groom","28",1606
"Persons, Place of Usual Residence","Australian","Groom","29",1525
"Persons, Place of Usual Residence","Australian","Groom","30",1617
"Persons, Place of Usual Residence","Australian","Herbert","15",1896
"Persons, Place of Usual Residence","Australian","Herbert","16",1900
"Persons, Place of Usual Residence","Australian","Herbert","17",1912
"Persons, Place of Usual Residence","Australian","Herbert","18",2125
"Persons, Place of Usual Residence","Australian","Herbert","19",2238
"Persons, Place of Usual Residence","Australian","Herbert","20",2301
"Persons, Place of Usual Residence","Australian","Herbert","21",2479
"Persons, Place of Usual Residence","Australian","Herbert","22",2392
"Persons, Place of Usual Residence","Australian","Herbert","23",2339
"Persons, Place of Usual Residence","Australian","Herbert","24",2167
"Persons, Place of Usual Residence","Australian","Herbert","25",2165
"Persons, Place of Usual Residence","Australian","Herbert","26",2170
"Persons, Place of Usual Residence","Australian","Herbert","27",2063
"Persons, Place of Usual Residence","Australian","Herbert","28",1946
"Persons, Place of Usual Residence","Australian","Herbert","29",1979
"Persons, Place of Usual Residence","Australian","Herbert","30",1947
"Persons, Place of Usual Residence","Australian","Hinkler","15",1656
"Persons, Place of Usual Residence","Australian","Hinkler","16",1635
"Persons, Place of Usual Residence","Australian","Hinkler","17",1542
"Persons, Place of Usual Residence","Australian","Hinkler","18",1308
"Persons, Place of Usual Residence","Australian","Hinkler","19",1246
"Persons, Place of Usual Residence","Australian","Hinkler","20",1122
"Persons, Place of Usual Residence","Australian","Hinkler","21",1104
"Persons, Place of Usual Residence","Australian","Hinkler","22",1163
"Persons, Place of Usual Residence","Australian","Hinkler","23",1217
"Persons, Place of Usual Residence","Australian","Hinkler","24",1122
"Persons, Place of Usual Residence","Australian","Hinkler","25",1144
"Persons, Place of Usual Residence","Australian","Hinkler","26",1081
"Persons, Place of Usual Residence","Australian","Hinkler","27",1043
"Persons, Place of Usual Residence","Australian","Hinkler","28",1118
"Persons, Place of Usual Residence","Australian","Hinkler","29",1032
"Persons, Place of Usual Residence","Australian","Hinkler","30",1064
"Persons, Place of Usual Residence","Australian","Kennedy","15",1980
"Persons, Place of Usual Residence","Australian","Kennedy","16",1889
"Persons, Place of Usual Residence","Australian","Kennedy","17",1793
"Persons, Place of Usual Residence","Australian","Kennedy","18",1431
"Persons, Place of Usual Residence","Australian","Kennedy","19",1329
"Persons, Place of Usual Residence","Australian","Kennedy","20",1320
"Persons, Place of Usual Residence","Australian","Kennedy","21",1354
"Persons, Place of Usual Residence","Australian","Kennedy","22",1385
"Persons, Place of Usual Residence","Australian","Kennedy","23",1397
"Persons, Place of Usual Residence","Australian","Kennedy","24",1465
"Persons, Place of Usual Residence","Australian","Kennedy","25",1484
"Persons, Place of Usual Residence","Australian","Kennedy","26",1402
"Persons, Place of Usual Residence","Australian","Kennedy","27",1416
"Persons, Place of Usual Residence","Australian","Kennedy","28",1389
"Persons, Place of Usual Residence","Australian","Kennedy","29",1342
"Persons, Place of Usual Residence","Australian","Kennedy","30",1408
"Persons, Place of Usual Residence","Australian","Leichhardt","15",2041
"Persons, Place of Usual Residence","Australian","Leichhardt","16",2028
"Persons, Place of Usual Residence","Australian","Leichhardt","17",1869
"Persons, Place of Usual Residence","Australian","Leichhardt","18",1677
"Persons, Place of Usual Residence","Australian","Leichhardt","19",1604
"Persons, Place of Usual Residence","Australian","Leichhardt","20",1566
"Persons, Place of Usual Residence","Australian","Leichhardt","21",1648
"Persons, Place of Usual Residence","Australian","Leichhardt","22",1641
"Persons, Place of Usual Residence","Australian","Leichhardt","23",1756
"Persons, Place of Usual Residence","Australian","Leichhardt","24",1673
"Persons, Place of Usual Residence","Australian","Leichhardt","25",1776
"Persons, Place of Usual Residence","Australian","Leichhardt","26",1754
"Persons, Place of Usual Residence","Australian","Leichhardt","27",1677
"Persons, Place of Usual Residence","Australian","Leichhardt","28",1743
"Persons, Place of Usual Residence","Australian","Leichhardt","29",1793
"Persons, Place of Usual Residence","Australian","Leichhardt","30",1818
"Persons, Place of Usual Residence","Australian","Lilley","15",1519
"Persons, Place of Usual Residence","Australian","Lilley","16",1425
"Persons, Place of Usual Residence","Australian","Lilley","17",1470
"Persons, Place of Usual Residence","Australian","Lilley","18",1463
"Persons, Place of Usual Residence","Australian","Lilley","19",1569
"Persons, Place of Usual Residence","Australian","Lilley","20",1712
"Persons, Place of Usual Residence","Australian","Lilley","21",1698
"Persons, Place of Usual Residence","Australian","Lilley","22",1686
"Persons, Place of Usual Residence","Australian","Lilley","23",1774
"Persons, Place of Usual Residence","Australian","Lilley","24",1783
"Persons, Place of Usual Residence","Australian","Lilley","25",1811
"Persons, Place of Usual Residence","Australian","Lilley","26",1802
"Persons, Place of Usual Residence","Australian","Lilley","27",1699
"Persons, Place of Usual Residence","Australian","Lilley","28",1787
"Persons, Place of Usual Residence","Australian","Lilley","29",1821
"Persons, Place of Usual Residence","Australian","Lilley","30",1918
"Persons, Place of Usual Residence","Australian","Longman","15",1929
"Persons, Place of Usual Residence","Australian","Longman","16",1891
"Persons, Place of Usual Residence","Australian","Longman","17",1946
"Persons, Place of Usual Residence","Australian","Longman","18",1821
"Persons, Place of Usual Residence","Australian","Longman","19",1778
"Persons, Place of Usual Residence","Australian","Longman","20",1793
"Persons, Place of Usual Residence","Australian","Longman","21",1639
"Persons, Place of Usual Residence","Australian","Longman","22",1670
"Persons, Place of Usual Residence","Australian","Longman","23",1717
"Persons, Place of Usual Residence","Australian","Longman","24",1620
"Persons, Place of Usual Residence","Australian","Longman","25",1667
"Persons, Place of Usual Residence","Australian","Longman","26",1634
"Persons, Place of Usual Residence","Australian","Longman","27",1521
"Persons, Place of Usual Residence","Australian","Longman","28",1484
"Persons, Place of Usual Residence","Australian","Longman","29",1437
"Persons, Place of Usual Residence","Australian","Longman","30",1595
"Persons, Place of Usual Residence","Australian","Maranoa","15",1744
"Persons, Place of Usual Residence","Australian","Maranoa","16",1726
"Persons, Place of Usual Residence","Australian","Maranoa","17",1703
"Persons, Place of Usual Residence","Australian","Maranoa","18",1376
"Persons, Place of Usual Residence","Australian","Maranoa","19",1299
"Persons, Place of Usual Residence","Australian","Maranoa","20",1278
"Persons, Place of Usual Residence","Australian","Maranoa","21",1276
"Persons, Place of Usual Residence","Australian","Maranoa","22",1431
"Persons, Place of Usual Residence","Australian","Maranoa","23",1329
"Persons, Place of Usual Residence","Australian","Maranoa","24",1407
"Persons, Place of Usual Residence","Australian","Maranoa","25",1427
"Persons, Place of Usual Residence","Australian","Maranoa","26",1367
"Persons, Place of Usual Residence","Australian","Maranoa","27",1338
"Persons, Place of Usual Residence","Australian","Maranoa","28",1242
"Persons, Place of Usual Residence","Australian","Maranoa","29",1312
"Persons, Place of Usual Residence","Australian","Maranoa","30",1366
"Persons, Place of Usual Residence","Australian","McPherson","15",1603
"Persons, Place of Usual Residence","Australian","McPherson","16",1625
"Persons, Place of Usual Residence","Australian","McPherson","17",1587
"Persons, Place of Usual Residence","Australian","McPherson","18",1623
"Persons, Place of Usual Residence","Australian","McPherson","19",1546
"Persons, Place of Usual Residence","Australian","McPherson","20",1533
"Persons, Place of Usual Residence","Australian","McPherson","21",1502
"Persons, Place of Usual Residence","Australian","McPherson","22",1457
"Persons, Place of Usual Residence","Australian","McPherson","23",1395
"Persons, Place of Usual Residence","Australian","McPherson","24",1435
"Persons, Place of Usual Residence","Australian","McPherson","25",1435
"Persons, Place of Usual Residence","Australian","McPherson","26",1450
"Persons, Place of Usual Residence","Australian","McPherson","27",1351
"Persons, Place of Usual Residence","Australian","McPherson","28",1258
"Persons, Place of Usual Residence","Australian","McPherson","29",1347
"Persons, Place of Usual Residence","Australian","McPherson","30",1369
"Persons, Place of Usual Residence","Australian","Moncrieff","15",1274
"Persons, Place of Usual Residence","Australian","Moncrieff","16",1303
"Persons, Place of Usual Residence","Australian","Moncrieff","17",1291
"Persons, Place of Usual Residence","Australian","Moncrieff","18",1400
"Persons, Place of Usual Residence","Australian","Moncrieff","19",1454
"Persons, Place of Usual Residence","Australian","Moncrieff","20",1513
"Persons, Place of Usual Residence","Australian","Moncrieff","21",1671
"Persons, Place of Usual Residence","Australian","Moncrieff","22",1609
"Persons, Place of Usual Residence","Australian","Moncrieff","23",1691
"Persons, Place of Usual Residence","Australian","Moncrieff","24",1651
"Persons, Place of Usual Residence","Australian","Moncrieff","25",1609
"Persons, Place of Usual Residence","Australian","Moncrieff","26",1674
"Persons, Place of Usual Residence","Australian","Moncrieff","27",1510
"Persons, Place of Usual Residence","Australian","Moncrieff","28",1532
"Persons, Place of Usual Residence","Australian","Moncrieff","29",1538
"Persons, Place of Usual Residence","Australian","Moncrieff","30",1437
"Persons, Place of Usual Residence","Australian","Moreton","15",1446
"Persons, Place of Usual Residence","Australian","Moreton","16",1370
"Persons, Place of Usual Residence","Australian","Moreton","17",1433
"Persons, Place of Usual Residence","Australian","Moreton","18",1637
"Persons, Place of Usual Residence","Australian","Moreton","19",1719
"Persons, Place of Usual Residence","Australian","Moreton","20",1853
"Persons, Place of Usual Residence","Australian","Moreton","21",1922
"Persons, Place of Usual Residence","Australian","Moreton","22",1707
"Persons, Place of Usual Residence","Australian","Moreton","23",1747
"Persons, Place of Usual Residence","Australian","Moreton","24",1576
"Persons, Place of Usual Residence","Australian","Moreton","25",1574
"Persons, Place of Usual Residence","Australian","Moreton","26",1477
"Persons, Place of Usual Residence","Australian","Moreton","27",1544
"Persons, Place of Usual Residence","Australian","Moreton","28",1570
"Persons, Place of Usual Residence","Australian","Moreton","29",1522
"Persons, Place of Usual Residence","Australian","Moreton","30",1528
"Persons, Place of Usual Residence","Australian","Oxley","15",1813
"Persons, Place of Usual Residence","Australian","Oxley","16",1844
"Persons, Place of Usual Residence","Australian","Oxley","17",1823
"Persons, Place of Usual Residence","Australian","Oxley","18",1828
"Persons, Place of Usual Residence","Australian","Oxley","19",1694
"Persons, Place of Usual Residence","Australian","Oxley","20",1754
"Persons, Place of Usual Residence","Australian","Oxley","21",1747
"Persons, Place of Usual Residence","Australian","Oxley","22",1735
"Persons, Place of Usual Residence","Australian","Oxley","23",1661
"Persons, Place of Usual Residence","Australian","Oxley","24",1583
"Persons, Place of Usual Residence","Australian","Oxley","25",1584
"Persons, Place of Usual Residence","Australian","Oxley","26",1635
"Persons, Place of Usual Residence","Australian","Oxley","27",1596
"Persons, Place of Usual Residence","Australian","Oxley","28",1635
"Persons, Place of Usual Residence","Australian","Oxley","29",1587
"Persons, Place of Usual Residence","Australian","Oxley","30",1708
"Persons, Place of Usual Residence","Australian","Petrie","15",1709
"Persons, Place of Usual Residence","Australian","Petrie","16",1644
"Persons, Place of Usual Residence","Australian","Petrie","17",1690
"Persons, Place of Usual Residence","Australian","Petrie","18",1576
"Persons, Place of Usual Residence","Australian","Petrie","19",1588
"Persons, Place of Usual Residence","Australian","Petrie","20",1550
"Persons, Place of Usual Residence","Australian","Petrie","21",1660
"Persons, Place of Usual Residence","Australian","Petrie","22",1594
"Persons, Place of Usual Residence","Australian","Petrie","23",1552
"Persons, Place of Usual Residence","Australian","Petrie","24",1610
"Persons, Place of Usual Residence","Australian","Petrie","25",1531
"Persons, Place of Usual Residence","Australian","Petrie","26",1568
"Persons, Place of Usual Residence","Australian","Petrie","27",1469
"Persons, Place of Usual Residence","Australian","Petrie","28",1595
"Persons, Place of Usual Residence","Australian","Petrie","29",1568
"Persons, Place of Usual Residence","Australian","Petrie","30",1669
"Persons, Place of Usual Residence","Australian","Rankin","15",1886
"Persons, Place of Usual Residence","Australian","Rankin","16",1982
"Persons, Place of Usual Residence","Australian","Rankin","17",1919
"Persons, Place of Usual Residence","Australian","Rankin","18",1951
"Persons, Place of Usual Residence","Australian","Rankin","19",1837
"Persons, Place of Usual Residence","Australian","Rankin","20",1898
"Persons, Place of Usual Residence","Australian","Rankin","21",1813
"Persons, Place of Usual Residence","Australian","Rankin","22",1822
"Persons, Place of Usual Residence","Australian","Rankin","23",1773
"Persons, Place of Usual Residence","Australian","Rankin","24",1702
"Persons, Place of Usual Residence","Australian","Rankin","25",1719
"Persons, Place of Usual Residence","Australian","Rankin","26",1755
