"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","McEwen","28",2407
"Persons, Place of Usual Residence","Australian","McEwen","29",2483
"Persons, Place of Usual Residence","Australian","McEwen","30",2508
"Persons, Place of Usual Residence","Australian","McMillan","15",1847
"Persons, Place of Usual Residence","Australian","McMillan","16",1887
"Persons, Place of Usual Residence","Australian","McMillan","17",1937
"Persons, Place of Usual Residence","Australian","McMillan","18",1814
"Persons, Place of Usual Residence","Australian","McMillan","19",1652
"Persons, Place of Usual Residence","Australian","McMillan","20",1536
"Persons, Place of Usual Residence","Australian","McMillan","21",1600
"Persons, Place of Usual Residence","Australian","McMillan","22",1591
"Persons, Place of Usual Residence","Australian","McMillan","23",1696
"Persons, Place of Usual Residence","Australian","McMillan","24",1609
"Persons, Place of Usual Residence","Australian","McMillan","25",1629
"Persons, Place of Usual Residence","Australian","McMillan","26",1679
"Persons, Place of Usual Residence","Australian","McMillan","27",1605
"Persons, Place of Usual Residence","Australian","McMillan","28",1810
"Persons, Place of Usual Residence","Australian","McMillan","29",1669
"Persons, Place of Usual Residence","Australian","McMillan","30",1841
"Persons, Place of Usual Residence","Australian","Melbourne","15",710
"Persons, Place of Usual Residence","Australian","Melbourne","16",731
"Persons, Place of Usual Residence","Australian","Melbourne","17",740
"Persons, Place of Usual Residence","Australian","Melbourne","18",1325
"Persons, Place of Usual Residence","Australian","Melbourne","19",1950
"Persons, Place of Usual Residence","Australian","Melbourne","20",1981
"Persons, Place of Usual Residence","Australian","Melbourne","21",2074
"Persons, Place of Usual Residence","Australian","Melbourne","22",2271
"Persons, Place of Usual Residence","Australian","Melbourne","23",2502
"Persons, Place of Usual Residence","Australian","Melbourne","24",2792
"Persons, Place of Usual Residence","Australian","Melbourne","25",3253
"Persons, Place of Usual Residence","Australian","Melbourne","26",3484
"Persons, Place of Usual Residence","Australian","Melbourne","27",3547
"Persons, Place of Usual Residence","Australian","Melbourne","28",3492
"Persons, Place of Usual Residence","Australian","Melbourne","29",3381
"Persons, Place of Usual Residence","Australian","Melbourne","30",3383
"Persons, Place of Usual Residence","Australian","Melbourne Ports","15",868
"Persons, Place of Usual Residence","Australian","Melbourne Ports","16",860
"Persons, Place of Usual Residence","Australian","Melbourne Ports","17",798
"Persons, Place of Usual Residence","Australian","Melbourne Ports","18",844
"Persons, Place of Usual Residence","Australian","Melbourne Ports","19",905
"Persons, Place of Usual Residence","Australian","Melbourne Ports","20",1083
"Persons, Place of Usual Residence","Australian","Melbourne Ports","21",1216
"Persons, Place of Usual Residence","Australian","Melbourne Ports","22",1378
"Persons, Place of Usual Residence","Australian","Melbourne Ports","23",1497
"Persons, Place of Usual Residence","Australian","Melbourne Ports","24",1696
"Persons, Place of Usual Residence","Australian","Melbourne Ports","25",1983
"Persons, Place of Usual Residence","Australian","Melbourne Ports","26",2092
"Persons, Place of Usual Residence","Australian","Melbourne Ports","27",2176
"Persons, Place of Usual Residence","Australian","Melbourne Ports","28",2349
"Persons, Place of Usual Residence","Australian","Melbourne Ports","29",2334
"Persons, Place of Usual Residence","Australian","Melbourne Ports","30",2405
"Persons, Place of Usual Residence","Australian","Menzies","15",1524
"Persons, Place of Usual Residence","Australian","Menzies","16",1499
"Persons, Place of Usual Residence","Australian","Menzies","17",1585
"Persons, Place of Usual Residence","Australian","Menzies","18",1636
"Persons, Place of Usual Residence","Australian","Menzies","19",1587
"Persons, Place of Usual Residence","Australian","Menzies","20",1520
"Persons, Place of Usual Residence","Australian","Menzies","21",1557
"Persons, Place of Usual Residence","Australian","Menzies","22",1433
"Persons, Place of Usual Residence","Australian","Menzies","23",1408
"Persons, Place of Usual Residence","Australian","Menzies","24",1296
"Persons, Place of Usual Residence","Australian","Menzies","25",1240
"Persons, Place of Usual Residence","Australian","Menzies","26",1172
"Persons, Place of Usual Residence","Australian","Menzies","27",1096
"Persons, Place of Usual Residence","Australian","Menzies","28",1018
"Persons, Place of Usual Residence","Australian","Menzies","29",933
"Persons, Place of Usual Residence","Australian","Menzies","30",980
"Persons, Place of Usual Residence","Australian","Murray","15",1630
"Persons, Place of Usual Residence","Australian","Murray","16",1763
"Persons, Place of Usual Residence","Australian","Murray","17",1762
"Persons, Place of Usual Residence","Australian","Murray","18",1624
"Persons, Place of Usual Residence","Australian","Murray","19",1399
"Persons, Place of Usual Residence","Australian","Murray","20",1275
"Persons, Place of Usual Residence","Australian","Murray","21",1140
"Persons, Place of Usual Residence","Australian","Murray","22",1252
"Persons, Place of Usual Residence","Australian","Murray","23",1262
"Persons, Place of Usual Residence","Australian","Murray","24",1265
"Persons, Place of Usual Residence","Australian","Murray","25",1282
"Persons, Place of Usual Residence","Australian","Murray","26",1288
"Persons, Place of Usual Residence","Australian","Murray","27",1175
"Persons, Place of Usual Residence","Australian","Murray","28",1101
"Persons, Place of Usual Residence","Australian","Murray","29",1167
"Persons, Place of Usual Residence","Australian","Murray","30",1164
"Persons, Place of Usual Residence","Australian","Scullin","15",1706
"Persons, Place of Usual Residence","Australian","Scullin","16",1804
"Persons, Place of Usual Residence","Australian","Scullin","17",1809
"Persons, Place of Usual Residence","Australian","Scullin","18",1871
"Persons, Place of Usual Residence","Australian","Scullin","19",1944
"Persons, Place of Usual Residence","Australian","Scullin","20",1882
"Persons, Place of Usual Residence","Australian","Scullin","21",1967
"Persons, Place of Usual Residence","Australian","Scullin","22",1929
"Persons, Place of Usual Residence","Australian","Scullin","23",1860
"Persons, Place of Usual Residence","Australian","Scullin","24",1713
"Persons, Place of Usual Residence","Australian","Scullin","25",1739
"Persons, Place of Usual Residence","Australian","Scullin","26",1756
"Persons, Place of Usual Residence","Australian","Scullin","27",1729
"Persons, Place of Usual Residence","Australian","Scullin","28",1688
"Persons, Place of Usual Residence","Australian","Scullin","29",1723
"Persons, Place of Usual Residence","Australian","Scullin","30",1718
"Persons, Place of Usual Residence","Australian","Wannon","15",1531
"Persons, Place of Usual Residence","Australian","Wannon","16",1500
"Persons, Place of Usual Residence","Australian","Wannon","17",1553
"Persons, Place of Usual Residence","Australian","Wannon","18",1478
"Persons, Place of Usual Residence","Australian","Wannon","19",1319
"Persons, Place of Usual Residence","Australian","Wannon","20",1172
"Persons, Place of Usual Residence","Australian","Wannon","21",1234
"Persons, Place of Usual Residence","Australian","Wannon","22",1220
"Persons, Place of Usual Residence","Australian","Wannon","23",1152
"Persons, Place of Usual Residence","Australian","Wannon","24",1164
"Persons, Place of Usual Residence","Australian","Wannon","25",1088
"Persons, Place of Usual Residence","Australian","Wannon","26",1112
"Persons, Place of Usual Residence","Australian","Wannon","27",1066
"Persons, Place of Usual Residence","Australian","Wannon","28",1004
"Persons, Place of Usual Residence","Australian","Wannon","29",1068
"Persons, Place of Usual Residence","Australian","Wannon","30",1050
"Persons, Place of Usual Residence","Australian","Wills","15",1228
"Persons, Place of Usual Residence","Australian","Wills","16",1213
"Persons, Place of Usual Residence","Australian","Wills","17",1261
"Persons, Place of Usual Residence","Australian","Wills","18",1288
"Persons, Place of Usual Residence","Australian","Wills","19",1426
"Persons, Place of Usual Residence","Australian","Wills","20",1631
"Persons, Place of Usual Residence","Australian","Wills","21",1838
"Persons, Place of Usual Residence","Australian","Wills","22",1964
"Persons, Place of Usual Residence","Australian","Wills","23",2045
"Persons, Place of Usual Residence","Australian","Wills","24",2063
"Persons, Place of Usual Residence","Australian","Wills","25",2256
"Persons, Place of Usual Residence","Australian","Wills","26",2331
"Persons, Place of Usual Residence","Australian","Wills","27",2333
"Persons, Place of Usual Residence","Australian","Wills","28",2428
"Persons, Place of Usual Residence","Australian","Wills","29",2395
"Persons, Place of Usual Residence","Australian","Wills","30",2437
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","15",24
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","16",32
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","17",33
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","18",66
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","19",60
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","20",69
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","21",87
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","22",80
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","23",86
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","24",87
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","25",104
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","26",103
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","27",77
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","28",78
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","29",103
"Persons, Place of Usual Residence","Australian","No usual address (Vic.)","30",88
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","22",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","25",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Vic.)","30",0
"Persons, Place of Usual Residence","Australian","Banks","15",1614
"Persons, Place of Usual Residence","Australian","Banks","16",1545
"Persons, Place of Usual Residence","Australian","Banks","17",1649
"Persons, Place of Usual Residence","Australian","Banks","18",1613
"Persons, Place of Usual Residence","Australian","Banks","19",1580
"Persons, Place of Usual Residence","Australian","Banks","20",1619
"Persons, Place of Usual Residence","Australian","Banks","21",1564
"Persons, Place of Usual Residence","Australian","Banks","22",1509
"Persons, Place of Usual Residence","Australian","Banks","23",1517
"Persons, Place of Usual Residence","Australian","Banks","24",1439
"Persons, Place of Usual Residence","Australian","Banks","25",1433
"Persons, Place of Usual Residence","Australian","Banks","26",1380
"Persons, Place of Usual Residence","Australian","Banks","27",1336
"Persons, Place of Usual Residence","Australian","Banks","28",1365
"Persons, Place of Usual Residence","Australian","Banks","29",1345
"Persons, Place of Usual Residence","Australian","Banks","30",1382
"Persons, Place of Usual Residence","Australian","Barton","15",1450
"Persons, Place of Usual Residence","Australian","Barton","16",1395
